id,name,type,external_id,dataset,platforms,domains,tactics,in_degree,out_degree,total_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,community_id,platform_count,domain_count,tactic_count,name_length,description_length,type_code,cluster_id,anomaly_score,is_anomaly,pca_x,pca_y
malware--52c994fa-b6c8-45a8-9586-a4275cf19307,Mandrake,malware,S0485,mobile,Android,mobile-attack,,0,25,25,0.0862068965517241,0.0,0.0862068965517241,0.0,0.0,1,1,1,0,8,0,4,2,1,0,-1.351019382126638,3.729148086141877
malware--55714f87-6178-4b89-b3e5-d3a643f647ca,HilalRAT,malware,S1128,mobile,Android,mobile-attack,,1,6,7,0.0241379310344827,0.0034482758620689,0.0206896551724137,0.0002430497553991,0.0034482758620689,3,1,1,0,8,0,4,0,1,0,-0.9021790017782247,0.595071715525961
malware--56660521-6db4-4e5a-a927-464f22954b7c,X-Agent for Android,malware,S0314,mobile,,mobile-attack,,1,2,3,0.0103448275862068,0.0034482758620689,0.0068965517241379,0.0,0.0034482758620689,0,0,1,0,19,0,4,0,1,0,-1.4871929510917818,-0.5881179359236979
malware--5a5dca4c-03c1-4b99-bfcf-c206e20aa663,DEFENSOR ID,malware,S0479,mobile,Android,mobile-attack,,0,5,5,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,1,1,1,0,11,0,4,0,1,0,-1.446439014118441,-0.01180898469525547
malware--5aff44ab-5a41-49bb-b5d1-b4876d0437f4,BRATA,malware,S1094,mobile,Android,mobile-attack,,0,27,27,0.093103448275862,0.0,0.093103448275862,0.0,0.0,1,1,1,0,5,0,4,2,1,0,-1.3949828036957073,4.184881477330458
malware--5b5d1e6c-e7de-4b46-ab8f-8556e8745927,LightSpy,malware,S1185,mobile,Android | Windows | iOS | macOS,enterprise-attack | mobile-attack,,1,35,36,0.1241379310344827,0.0034482758620689,0.1206896551724137,0.0,0.0034482758620689,2,4,2,0,8,0,4,2,-1,1,-0.42588139000384245,5.348017756065743
malware--5ddf81ea-2c06-497b-8c30-5f1ab89a40f9,MazarBOT,malware,S0303,mobile,,mobile-attack,,0,2,2,0.0068965517241379,0.0,0.0068965517241379,0.0,0.0,2,0,1,0,8,0,4,0,1,0,-1.9092667473423868,-0.4317793395059855
malware--6146be90-470c-4049-bb3a-9986b8ffb65b,Ginp,malware,S0423,mobile,Android,mobile-attack,,0,12,12,0.0413793103448275,0.0,0.0413793103448275,0.0,0.0,1,1,1,0,4,0,4,2,1,0,-1.5309521575031928,1.4774312569214312
malware--6447e3a1-ef4d-44b1-99d5-6b1c4888674f,HummingWhale,malware,S0321,mobile,,mobile-attack,,0,1,1,0.0034482758620689,0.0,0.0034482758620689,0.0,0.0,2,0,1,0,12,0,4,0,1,0,-1.8377430136242883,-0.7352364833455258
malware--680f680c-eef9-4f8a-b5f5-f451bf47e403,eSurv,malware,S0507,mobile,Android | iOS,mobile-attack,,0,10,10,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0,2,1,0,5,0,4,2,1,0,-1.146475557504118,1.0453118370926522
malware--68156e5a-4c3a-46dd-9c5e-c0bfdec6651f,TangleBot,malware,S1069,mobile,Android,mobile-attack,,0,12,12,0.0413793103448275,0.0,0.0413793103448275,0.0,0.0,0,1,1,0,9,0,4,2,1,0,-1.401387425100526,1.3718926175787678
malware--6a7aaab1-3e0a-48bb-ba66-bbf7665c0a65,Monokle,malware,S0407,mobile,Android,mobile-attack,,0,24,24,0.0827586206896551,0.0,0.0827586206896551,0.0,0.0,0,1,1,0,7,0,4,2,1,0,-1.3480990077401294,3.622514095940667
malware--6ceb0644-0ae9-4ee1-a659-3888687cb03b,RatMilad,malware,S1241,mobile,Android,mobile-attack,,0,18,18,0.0620689655172413,0.0,0.0620689655172413,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.3747432164203277,2.497203356759718
malware--6d5c257d-e6de-4c95-a7e8-09ac9386007d,DCHSpy,malware,S1243,mobile,Android,mobile-attack,,1,12,13,0.0448275862068965,0.0034482758620689,0.0413793103448275,0.0,0.0034482758620689,0,1,1,0,6,0,4,2,1,0,-1.3177103303489566,1.547576017038781
malware--6e282bbf-5f32-476a-b879-ba77eec463c8,Red Alert 2.0,malware,S0539,mobile,Android,mobile-attack,,0,13,13,0.0448275862068965,0.0,0.0448275862068965,0.0,0.0,0,1,1,0,13,0,4,2,1,0,-1.3143766854312193,1.4334603270335127
malware--6fcaf9b0-b509-4644-9f93-556222c81ed2,ViceLeaker,malware,S0418,mobile,Android,mobile-attack,,0,14,14,0.0482758620689655,0.0,0.0482758620689655,0.0,0.0,0,1,1,0,10,0,4,2,1,0,-1.3660836099758924,1.7066812915749536
malware--8338393c-cb2e-4ee6-b944-34672499c785,FlyTrap,malware,S1093,mobile,Android,mobile-attack,,0,7,7,0.0241379310344827,0.0,0.0241379310344827,0.0,0.0,0,1,1,0,7,0,4,0,1,0,-1.4797385583253972,0.5198028429392589
malware--838f647e-8ff8-48bd-bbd5-613cee7736cb,FakeSpy,malware,S0509,mobile,Android,mobile-attack,,0,15,15,0.0517241379310344,0.0,0.0517241379310344,0.0,0.0,0,1,1,0,7,0,4,2,1,0,-1.4177905345205655,1.9799022561163917
malware--86fc6f0c-86d9-473e-89f3-f50f3cb9319b,SpyDealer,malware,S0324,mobile,Android,mobile-attack,,0,14,14,0.0482758620689655,0.0,0.0482758620689655,0.0,0.0,0,1,1,0,9,0,4,2,1,0,-1.385900419149318,1.736917470873053
malware--89c3dbf6-f281-41b7-be1d-a0e641014853,Concipit1248,malware,S0426,mobile,iOS,mobile-attack,,0,3,3,0.0103448275862068,0.0,0.0103448275862068,0.0,0.0,0,1,1,0,12,0,4,0,1,0,-1.411628524360685,-0.3614277601398061
malware--936be60d-90eb-4c36-9247-4b31128432c4,RuMMS,malware,S0313,mobile,,mobile-attack,,0,4,4,0.0137931034482758,0.0,0.0137931034482758,0.0,0.0,0,0,1,0,5,0,4,0,1,0,-1.892268795840379,0.11523856597826357
malware--93799a9d-3537-43d8-b6f4-17215de1657c,Pegasus for Android,malware,S0316,mobile,Android,mobile-attack,,0,14,14,0.0482758620689655,0.0,0.0482758620689655,0.0,0.0,0,1,1,0,19,0,4,2,1,0,-1.1877323274150613,1.4345556778920583
malware--95811c0a-abe0-4e7f-a0cc-b0662ced5807,SpyC23,malware,S1195,mobile,Android,mobile-attack,,1,21,22,0.0758620689655172,0.0034482758620689,0.0724137931034482,0.0006177514616394,0.0034482758620689,1,1,1,0,6,0,4,2,-1,1,0.027410845259788767,4.008634461923321
malware--96ea1e13-d50f-45f1-b0cf-4ac9bc5a2d62,FrozenCell,malware,S0577,mobile,Android,mobile-attack,,1,11,12,0.0413793103448275,0.0034482758620689,0.0379310344827586,0.000122971602434,0.0034482758620689,0,1,1,0,10,0,4,2,1,0,-0.9862278647670139,1.4161271947159748
malware--9b86f8c3-33ab-44cf-a66d-c0fd6070e2ce,AndroidOS/MalLocker.B,malware,S0524,mobile,Android,mobile-attack,,0,4,4,0.0137931034482758,0.0,0.0137931034482758,0.0,0.0,7,1,1,0,21,0,4,0,1,0,-1.438898544573019,-0.7705367472103973
malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,SharkBot,malware,S1055,mobile,Android,mobile-attack,,0,18,18,0.0620689655172413,0.0,0.0620689655172413,0.0,0.0,1,1,1,0,8,0,4,2,1,0,-1.4052239029558662,2.451561099611884
malware--9ed10b5a-ff20-467f-bf2f-d3fbf763e381,RedDrop,malware,S0326,mobile,Android,mobile-attack,,0,9,9,0.0310344827586206,0.0,0.0310344827586206,0.0,0.0,0,1,1,0,7,0,4,2,1,0,-1.4642515523741892,0.8848276962335414
malware--a0d774e4-bafc-4292-8651-3ec899391341,CHEMISTGAMES,malware,S0555,mobile,Android,mobile-attack,,1,11,12,0.0413793103448275,0.0034482758620689,0.0379310344827586,0.0,0.0034482758620689,2,1,1,0,12,0,4,2,1,0,-1.267514351355084,1.0923620003073748
malware--a15c9357-2be0-4836-beec-594f28b9b4a9,YiSpecter,malware,S0311,mobile,Android | iOS,mobile-attack,,0,12,12,0.0413793103448275,0.0,0.0413793103448275,0.0,0.0,2,2,1,0,9,0,4,2,1,0,-1.1126826879302842,1.198107458898869
malware--a1867c56-8c86-455a-96ad-b0d5f7e2bc17,Trojan-SMS.AndroidOS.Agent.ao,malware,S0307,mobile,,mobile-attack,,0,1,1,0.0034482758620689,0.0,0.0034482758620689,0.0,0.0,0,0,1,0,29,0,4,0,1,0,-1.4398958846049748,-1.1579670171175487
malware--a2ee7d2d-fb45-44f3-8f67-9921c7810db1,BOULDSPY,malware,S1079,mobile,Android,mobile-attack,,0,25,25,0.0862068965517241,0.0,0.0862068965517241,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.3205386955910998,3.7747903432897107
malware--a3c59d82-2c7c-44e5-a869-68e0a3e5935e,Anubis,malware,S0422,mobile,Android,mobile-attack,,0,21,21,0.0724137931034482,0.0,0.0724137931034482,0.0,0.0,1,1,1,0,6,0,4,2,1,0,-1.4216270123759056,3.059570738149508
malware--a3dad2be-ce62-4440-953b-00fbce7aba93,AndroRAT,malware,S0292,mobile,Android,mobile-attack,,0,10,10,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.4366912402251597,1.0371039435825846
malware--a5528622-3a8a-4633-86ce-8cdaf8423858,FinFisher,malware,S0182,mobile,Windows | Android,enterprise-attack | mobile-attack,,1,5,6,0.0206896551724137,0.0034482758620689,0.0172413793103448,0.0,0.0034482758620689,0,2,2,0,9,0,4,4,1,0,-1.2767405175100972,0.09869458041752334
malware--a6228601-03f6-4949-ae22-c1087627a637,Agent Smith,malware,S0440,mobile,Android,mobile-attack,,0,9,9,0.0310344827586206,0.0,0.0310344827586206,0.0,0.0,2,1,1,0,11,0,4,0,1,0,-1.4459456887515636,0.6725984647454755
malware--a76b837b-93cc-417d-bf28-c47a6a284fa4,Asacub,malware,S0540,mobile,Android,mobile-attack,,0,12,12,0.0413793103448275,0.0,0.0413793103448275,0.0,0.0,0,1,1,0,6,0,4,2,1,0,-1.460837852620803,1.4626011554730662
malware--a993495c-9813-4372-b9ec-d168c7f7ec0a,GPlayed,malware,S0536,mobile,Android,mobile-attack,,0,18,18,0.0620689655172413,0.0,0.0620689655172413,0.0,0.0,0,1,1,0,7,0,4,2,1,0,-1.3945600255937534,2.5274395360578175
malware--aecc0097-c9f8-4786-9b39-e891ff173f54,EventBot,malware,S0478,mobile,Android,mobile-attack,,0,14,14,0.0482758620689655,0.0,0.0482758620689655,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.4057172283227437,1.7671536501711524
malware--aef537ba-10c2-40ed-a57a-80b8508aada4,HenBox,malware,S0544,mobile,Android,mobile-attack,,0,17,17,0.0586206896551724,0.0,0.0586206896551724,0.0,0.0,2,1,1,0,6,0,4,2,1,0,-1.48308171081386,2.2838787744131084
malware--b0a243dd-8075-42f9-86f6-64989600ed20,Binary Validator,malware,S1215,mobile,iOS,mobile-attack,,1,7,8,0.0275862068965517,0.0034482758620689,0.0241379310344827,0.0,0.0034482758620689,0,1,1,0,16,0,4,0,1,0,-1.1582597534927195,0.3326520908220783
malware--bf064476-25b8-493c-a1e7-dd707b3f7f52,GodFather,malware,S1231,mobile,Android,mobile-attack,,0,26,26,0.0896551724137931,0.0,0.0896551724137931,0.0,0.0,1,1,1,0,9,0,4,2,1,0,-1.3234590699776085,3.8814243334909198
malware--c0efbaae-9e7d-4716-a92d-68373aac7424,Riltok,malware,S0403,mobile,Android,mobile-attack,,0,8,8,0.0275862068965517,0.0,0.0275862068965517,0.0,0.0,0,1,1,0,6,0,4,0,1,0,-1.4918118645232188,0.732551448884501
malware--c19cfc89-5ac6-4d2d-a236-70d2b32e007c,GolfSpy,malware,S0421,mobile,Android,mobile-attack,,1,17,18,0.0620689655172413,0.0034482758620689,0.0586206896551724,0.0,0.0034482758620689,0,1,1,0,7,0,4,2,1,0,-1.2591760062975115,2.429901970976391
malware--c41a8b7c-3e42-4eee-b87d-ad8a100ee878,Pallas,malware,S0399,mobile,Android,mobile-attack,,1,14,15,0.0517241379310344,0.0034482758620689,0.0482758620689655,0.0,0.0034482758620689,0,1,1,0,6,0,4,2,1,0,-1.3022233243977492,1.912600870333065
malware--c6a07c89-a24c-4c7e-9e3e-6153cc595e24,Circles,malware,S0602,mobile,,mobile-attack,,0,1,1,0.0034482758620689,0.0,0.0034482758620689,0.0,0.0,0,0,1,0,7,0,4,0,1,0,-1.8758656864203396,-0.4927710725593603
malware--c6abcaf8-1765-41f8-9fe5-03d42fd0f6c0,Tiktok Pro,malware,S0558,mobile,Android,mobile-attack,,0,20,20,0.0689655172413793,0.0,0.0689655172413793,0.0,0.0,0,1,1,0,10,0,4,2,1,0,-1.3196225921222684,2.801755851457804
malware--c709da93-20c3-4d17-ab68-48cba76b2137,PJApps,malware,S0291,mobile,,mobile-attack,,0,3,3,0.0103448275862068,0.0,0.0103448275862068,0.0,0.0,0,0,1,0,6,0,4,0,1,0,-1.8801954896425574,-0.09751003996697852
malware--c80a6bef-b3ce-44d0-b113-946e93124898,ShiftyBug,malware,S0294,mobile,,mobile-attack,,0,2,2,0.0068965517241379,0.0,0.0068965517241379,0.0,0.0,2,0,1,0,9,0,4,0,1,0,-1.8894499381689611,-0.4620155188040849
malware--c8770c81-c29f-40d2-a140-38544206b2b4,HummingBad,malware,S0322,mobile,,mobile-attack,,0,2,2,0.0068965517241379,0.0,0.0068965517241379,0.0,0.0,2,0,1,0,10,0,4,0,1,0,-1.8696331289955355,-0.49225169810218444
malware--c91cec55-634c-4670-ba10-2dc7ceb28e98,Exobot,malware,S0522,mobile,Android,mobile-attack,,0,15,15,0.0517241379310344,0.0,0.0517241379310344,0.0,0.0,1,1,1,0,6,0,4,2,1,0,-1.4680880302295296,1.9644961782666572
malware--ca4f63b9-a358-4214-bb26-8c912318cfde,OBAD,malware,S0286,mobile,,mobile-attack,,0,2,2,0.0068965517241379,0.0,0.0068965517241379,0.0,0.0,2,0,1,0,4,0,4,0,1,0,-1.9885339840360894,-0.31083462231358755
malware--cfe91950-c01f-4e1f-ada1-7ac9b4f79fd4,FjordPhantom,malware,S1208,mobile,Android,mobile-attack,,0,5,5,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,1,1,1,0,12,0,4,0,1,0,-1.4266222049450152,-0.042045163993354936
malware--d05f7357-4cbe-47ea-bf83-b8604226d533,Android/Chuli.A,malware,S0304,mobile,Android,mobile-attack,,0,7,7,0.0241379310344827,0.0,0.0241379310344827,0.0,0.0,0,1,1,0,15,0,4,0,1,0,-1.3212040849379918,0.2779134085544633
malware--d1c600f8-0fb6-4367-921b-85b71947d950,Charger,malware,S0323,mobile,Android,mobile-attack,,0,4,4,0.0137931034482758,0.0,0.0137931034482758,0.0,0.0,2,1,1,0,7,0,4,0,1,0,-1.563930440323286,-0.11901895129783432
malware--d6e009b7-df5e-447a-bfd2-d5b77374edfe,Drinik,malware,S1054,mobile,Android,mobile-attack,,0,14,14,0.0482758620689655,0.0,0.0482758620689655,0.0,0.0,1,1,1,0,6,0,4,2,1,0,-1.4758315332051335,1.7819837516195174
malware--d89c132d-7752-4c7f-9372-954a71522985,Trojan-SMS.AndroidOS.OpFake.a,malware,S0308,mobile,,mobile-attack,,0,1,1,0.0034482758620689,0.0,0.0034482758620689,0.0,0.0,0,0,1,0,29,0,4,0,1,0,-1.4398958846049748,-1.1579670171175487
malware--d9e07aea-baad-4b68-bdca-90c77647d7f9,XcodeGhost,malware,S0297,mobile,,mobile-attack,,0,3,3,0.0103448275862068,0.0,0.0103448275862068,0.0,0.0,3,0,1,0,10,0,4,0,1,0,-1.89237031255547,-0.3553815286028787
malware--ddbe5657-e21e-4a89-8221-2f1362d397ec,SilkBean,malware,S0549,mobile,Android,mobile-attack,,0,15,15,0.0517241379310344,0.0,0.0517241379310344,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.3979737253471398,1.9496660768182923
malware--dfdac962-9461-47f0-a212-36dfce2a97e6,WolfRAT,malware,S0489,mobile,Android,mobile-attack,,0,17,17,0.0586206896551724,0.0,0.0586206896551724,0.0,0.0,0,1,1,0,7,0,4,2,1,0,-1.4023035285693575,2.344927109410677
malware--e110f94a-e2c5-4f5f-ba78-9c2ab6d2d9e4,BusyGasper,malware,S0655,mobile,Android,mobile-attack,,0,18,18,0.0620689655172413,0.0,0.0620689655172413,0.0,0.0,3,1,1,0,10,0,4,2,1,0,-1.4265516576800918,2.2998042267200165
malware--e13d084c-382f-40fd-aa9a-98d69e20301e,BrainTest,malware,S0293,mobile,,mobile-attack,,0,5,5,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,2,0,1,0,9,0,4,0,1,0,-1.8662194292421492,0.08552176113734011
malware--e296b110-46d3-4f7a-894c-cc71ea50168c,TERRACOTTA,malware,S0545,mobile,Android,mobile-attack,,0,15,15,0.0517241379310344,0.0,0.0517241379310344,0.0,0.0,1,1,1,0,10,0,4,2,1,0,-1.388820793535827,1.8435514610742594
malware--ec13d292-6d8d-4c7a-b07c-a2bd2402569a,Escobar,malware,S1092,mobile,Android,mobile-attack,,0,16,16,0.0551724137931034,0.0,0.0551724137931034,0.0,0.0,1,1,1,0,7,0,4,2,1,0,-1.4405277180804998,2.1167724256157
malware--f082d7dd-20a9-4157-93c0-75e7aea09e42,Android/SpyAgent,malware,S1214,mobile,Android,mobile-attack,,0,8,8,0.0275862068965517,0.0,0.0275862068965517,0.0,0.0,0,1,1,0,16,0,4,0,1,0,-1.293643772788962,0.4301896559035064
malware--f082fc59-0317-49cf-971f-a1b6296ebb52,Triada,malware,S0424,mobile,Android,mobile-attack,,0,8,8,0.0275862068965517,0.0,0.0275862068965517,0.0,0.0,2,1,1,0,6,0,4,0,1,0,-1.5527732375942958,0.6412669345888328
malware--f3975cc0-72bc-4308-836e-ac701b83860e,Golden Cup,malware,S0535,mobile,Android,mobile-attack,,0,13,13,0.0448275862068965,0.0,0.0448275862068965,0.0,0.0,0,1,1,0,10,0,4,2,1,0,-1.3738271129514963,1.5241688649278111
malware--f5ff006c-702f-4ded-8e60-ca6c540d91bc,FluBot,malware,S1067,mobile,Android,mobile-attack,,0,17,17,0.0586206896551724,0.0,0.0586206896551724,0.0,0.0,1,1,1,0,6,0,4,2,1,0,-1.4526010242783216,2.3295210315609425
malware--f666e17c-b290-43b3-8947-b96bd5148fbb,ViperRAT,malware,S0506,mobile,Android,mobile-attack,,0,13,13,0.0448275862068965,0.0,0.0448275862068965,0.0,0.0,0,1,1,0,8,0,4,2,1,0,-1.4134607312983476,1.58464122352401
malware--f6ac21b6-2592-400c-8472-10d0e2f1bfaf,Adups,malware,S0309,mobile,,mobile-attack,,0,5,5,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,0,0,1,0,5,0,4,0,1,0,-1.884525292864775,0.29775099262540633
malware--f79c01eb-2954-40d8-a819-00b342f47ce7,SimBad,malware,S0419,mobile,Android,mobile-attack,,0,4,4,0.0137931034482758,0.0,0.0137931034482758,0.0,0.0,2,1,1,0,6,0,4,0,1,0,-1.5837472494967118,-0.08878277199973486
malware--f7e7b736-2cff-4c2a-9232-352cd383463a,Android/AdDisplay.Ashas,malware,S0525,mobile,Android,mobile-attack,,0,9,9,0.0310344827586206,0.0,0.0310344827586206,0.0,0.0,0,1,1,0,23,0,4,0,1,0,-1.1471826055993783,0.40104882746395004
malware--f97e2718-af50-41df-811f-215ebab45691,Phenakite,malware,S1126,mobile,iOS,mobile-attack,,1,10,11,0.0379310344827586,0.0034482758620689,0.0344827586206896,0.000156246271328,0.0034482758620689,0,1,1,0,9,0,4,2,1,0,-0.9434464024115097,1.3103943755421803
malware--fd6d56b2-d84e-4d2a-b37d-d4678d3e08a6,TianySpy,malware,S1056,mobile,Android | iOS,mobile-attack,,0,9,9,0.0310344827586206,0.0,0.0310344827586206,0.0,0.0,0,2,1,0,8,0,4,2,1,0,-1.094768632959445,0.7720908725512111
